Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,1,623,308
4,0,0,0
5,1,636,280
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,1,661,240
11,1,663,237
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,1,716,241
22,1,725,242
23,1,731,241
24,1,736,242
25,0,0,0
26,1,746,247
27,1,751,253
28,1,757,261
29,1,763,270
30,1,768,278
31,1,773,288
32,1,778,298
33,1,785,311
34,1,788,323
35,1,793,336
36,1,793,342
37,1,786,326
38,1,777,311
39,1,771,296
40,1,763,286
41,1,757,278
42,1,750,273
43,1,743,268
44,1,736,263
45,1,731,261
46,1,726,260
47,0,0,0
48,0,0,0
49,0,0,0
50,1,710,261
51,1,707,266
52,1,703,271
53,0,0,0
54,1,697,285
55,1,691,292
56,1,688,301
57,1,690,312
58,0,0,0
59,1,711,266
60,1,711,220
61,0,0,0
62,1,726,176
63,1,731,161
64,1,738,143
65,1,743,130
66,1,750,118
67,1,753,111
68,1,758,101
69,1,763,96
70,1,766,91
71,1,771,88
72,1,776,86
73,1,781,86
74,1,783,88
75,1,786,91
76,1,791,96
77,1,793,101
78,1,796,108
79,1,798,120
80,1,801,131
81,1,801,143
82,1,803,156
83,1,806,171
84,1,806,186
85,1,808,206
86,1,808,223
87,1,811,241
88,1,811,261
89,1,811,282
90,1,811,303
91,1,812,321
92,1,812,350
93,0,0,0
94,1,766,323
95,1,743,301
96,0,0,0
97,1,640,298
98,1,645,297
99,0,0,0
100,0,0,0
101,0,0,0
102,1,661,255
103,1,656,255
104,1,653,253
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,1,643,263
123,1,650,265
124,1,651,270
125,1,653,275
126,1,656,281
127,1,657,291
128,1,658,298
129,1,658,306
130,1,661,321
131,0,0,0
132,1,678,301
133,1,691,296
134,1,700,283
135,0,0,0
136,1,710,270
137,1,716,263
138,1,723,260
139,0,0,0
140,1,732,253
141,0,0,0
142,1,735,260
143,1,736,262
144,1,741,266
145,1,743,272
146,1,746,278
147,1,750,286
148,1,751,292
149,1,756,301
150,1,747,290
151,0,0,0
152,1,731,236
153,1,721,212
154,0,0,0
155,1,703,176
156,1,697,163
157,1,688,152
158,0,0,0
159,0,0,0
160,0,0,0
161,1,663,121
162,1,656,117
163,1,650,115
164,1,643,115
165,1,637,113
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,1,606,143
171,1,600,153
172,1,593,163
173,1,586,175
174,0,0,0
175,1,582,190
176,1,568,222
177,1,563,241
178,0,0,0
179,0,0,0
180,0,0,0
181,1,543,321
182,1,540,340
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,1,631,98
188,1,642,73
189,1,651,56
190,1,656,41
191,1,663,30
192,1,668,21
193,1,671,13
194,1,676,7
195,1,681,5
196,1,683,5
197,1,687,5
198,1,691,5
199,1,692,5
200,1,695,6
201,1,698,10
202,1,702,12
203,1,702,18
204,1,706,23
205,1,706,31
206,1,711,38
207,1,711,46
208,1,713,55
209,1,716,65
210,1,716,75
211,1,717,83
212,1,718,93
213,0,0,0
214,1,655,170
215,1,607,220
216,1,580,250
217,1,551,282
218,1,527,310
219,1,507,335
220,1,487,360
221,1,470,386
222,1,451,411
223,1,436,432
224,1,418,456
225,1,403,480
226,1,391,501
227,1,378,508
228,1,371,513
229,1,362,520
230,1,353,526
231,1,346,536
232,1,336,543
233,1,331,548
234,1,326,552
235,1,316,558
236,1,311,562
237,1,306,566
238,1,301,571
239,1,297,573
