Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,1,576,263
11,0,0,0
12,1,563,261
13,1,563,263
14,0,0,0
15,1,606,321
16,1,598,306
17,1,592,292
18,0,0,0
19,0,0,0
20,1,592,273
21,1,591,268
22,1,588,266
23,1,586,263
24,1,587,262
25,1,583,263
26,1,583,266
27,1,567,273
28,1,583,268
29,0,0,0
30,1,582,281
31,1,578,271
32,1,578,263
33,1,583,253
34,1,580,246
35,1,581,238
36,1,577,236
37,1,576,233
38,1,573,290
39,1,572,292
40,1,575,227
41,1,573,228
42,1,571,231
43,1,571,236
44,1,571,241
45,1,570,248
46,1,568,253
47,1,567,263
48,1,566,273
49,1,566,283
50,1,565,296
51,1,565,307
52,1,563,318
53,0,0,0
54,1,586,203
55,1,596,155
56,1,601,120
57,1,608,88
58,1,613,63
59,1,620,42
60,1,623,23
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,1,642,411
70,1,643,412
71,1,646,413
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,1,690,5
83,1,691,13
84,1,692,23
85,1,696,36
86,1,696,48
87,1,697,60
88,1,701,72
89,1,701,83
90,0,0,0
91,1,680,122
92,1,667,141
93,1,653,158
94,1,641,173
95,1,630,190
96,1,618,205
97,1,610,221
98,1,601,236
99,1,591,250
100,1,583,266
101,1,575,281
102,1,566,298
103,1,558,316
104,1,551,332
105,1,543,353
106,1,536,368
107,1,531,388
108,1,523,360
109,1,526,336
110,1,523,321
111,1,521,306
112,1,523,291
113,1,523,283
114,1,526,278
115,1,526,273
116,1,528,266
117,1,527,261
118,1,526,261
119,1,527,262
120,1,526,265
121,1,526,266
122,1,525,267
123,1,526,271
124,0,0,0
125,1,526,282
126,1,526,288
127,1,526,296
128,1,526,303
129,1,527,313
130,1,528,323
131,1,528,333
132,1,523,298
133,0,0,0
134,1,510,220
135,1,503,183
136,0,0,0
137,1,491,126
138,1,486,106
139,1,481,82
140,0,0,0
141,1,473,47
142,1,471,31
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,1,396,102
164,1,395,123
165,1,391,146
166,1,391,161
167,1,388,187
168,1,558,283
169,1,386,232
170,1,385,256
171,1,382,280
172,1,381,303
173,1,412,286
174,1,428,266
175,1,441,253
176,1,451,246
177,1,456,241
178,1,461,241
179,1,466,240
180,1,467,241
181,1,471,241
182,1,471,241
183,1,476,245
184,1,476,246
185,1,603,258
186,1,476,241
187,1,478,233
188,1,476,233
189,1,478,233
190,1,478,233
191,1,478,236
192,1,478,238
193,1,478,241
194,1,478,246
195,1,476,251
196,1,477,258
197,1,476,266
198,1,476,276
199,1,476,286
200,1,476,296
201,1,475,308
202,1,473,321
203,1,473,336
204,1,472,351
205,1,471,362
206,1,503,287
207,1,526,231
208,0,0,0
209,1,562,157
210,1,576,127
211,1,587,105
212,1,598,86
213,1,608,68
214,1,616,56
215,1,625,43
216,1,632,35
217,1,638,26
218,1,643,21
219,1,651,16
220,1,655,13
221,1,661,11
222,1,666,11
223,1,671,11
224,1,676,12
225,1,681,16
226,1,686,18
227,1,690,22
228,1,693,28
229,1,696,33
230,1,701,41
231,1,705,48
232,1,707,56
233,1,711,66
234,1,713,76
235,1,716,86
236,1,718,96
237,1,721,106
238,1,723,118
239,1,701,96
240,1,686,81
241,1,671,71
242,1,658,61
243,1,646,53
244,1,636,48
245,1,626,46
246,1,616,43
247,1,606,42
248,1,596,43
249,1,587,46
250,1,578,50
251,1,570,53
252,1,561,58
253,1,555,66
254,1,546,73
255,1,538,82
256,1,531,95
257,1,523,106
258,1,517,118
259,1,511,131
260,1,502,148
261,1,500,148
262,1,491,181
263,1,483,201
264,1,478,221
265,1,473,241
266,1,466,261
267,1,461,281
268,1,458,303
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,1,675,262
274,1,690,261
275,1,701,263
276,1,712,263
277,1,721,266
278,1,728,271
279,1,735,272
280,0,0,0
281,1,751,266
282,1,753,258
283,1,758,245
284,1,760,241
285,1,758,238
286,1,761,236
287,1,762,236
288,1,767,236
289,1,596,461
290,1,771,238
291,1,771,241
292,1,772,246
293,1,772,252
294,0,0,0
295,1,776,263
296,1,776,273
297,1,778,277
298,1,778,283
299,1,773,288
300,0,0,0
301,0,0,0
302,0,0,0
303,0,0,0
304,0,0,0
305,1,773,336
306,1,772,350
307,1,768,358
308,1,768,371
309,1,766,383
310,1,766,385
311,0,0,0
312,0,0,0
313,0,0,0
314,0,0,0
315,0,0,0
316,0,0,0
317,0,0,0
318,0,0,0
319,0,0,0
320,0,0,0
321,0,0,0
322,0,0,0
323,0,0,0
