Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,1,641,390
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,1,523,392
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,1,725,256
23,1,713,240
24,1,700,230
25,1,690,223
26,1,681,217
27,1,672,215
28,1,666,213
29,1,656,216
30,1,647,221
31,1,641,228
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,1,670,150
39,1,696,121
40,1,712,95
41,1,726,76
42,1,740,60
43,1,751,47
44,1,758,40
45,1,766,33
46,1,773,33
47,1,776,32
48,1,778,35
49,0,0,0
50,1,777,45
51,1,777,51
52,1,776,58
53,1,775,68
54,1,773,78
55,1,772,91
56,1,771,106
57,1,768,118
58,1,766,136
59,1,762,151
60,1,760,162
61,1,835,537
62,1,676,197
63,0,0,0
64,0,0,0
65,1,853,243
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,1,428,710
77,1,440,708
78,1,2,601
79,1,1257,336
80,1,461,708
81,1,470,708
82,1,1276,328
83,1,717,608
84,0,0,0
85,0,0,0
86,0,0,0
87,1,262,606
88,0,0,0
89,0,0,0
90,0,0,0
91,1,488,263
92,1,286,606
93,1,491,300
94,0,0,0
95,0,0,0
96,1,471,255
97,1,465,228
98,1,458,207
99,1,281,612
100,1,423,183
101,1,411,172
102,1,277,612
103,1,276,616
104,1,275,616
105,1,273,616
106,1,273,617
107,0,0,0
108,1,783,671
109,1,275,620
110,1,796,675
111,1,802,676
112,1,303,265
113,1,741,690
114,1,743,692
115,1,753,692
116,1,846,636
117,1,853,637
118,1,316,626
119,1,865,641
120,1,868,641
121,1,873,641
122,1,876,643
123,1,881,645
124,1,886,646
125,1,893,646
126,1,782,671
127,1,906,648
128,1,796,671
129,1,831,711
130,1,836,712
131,1,941,656
132,1,828,677
133,1,837,681
