Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,1,626,388
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,1,612,337
18,1,608,316
19,1,606,301
20,1,606,288
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,1,657,247
38,1,667,246
39,1,672,246
40,1,678,246
41,1,686,246
42,1,695,251
43,1,701,253
44,1,710,261
45,1,716,270
46,1,725,277
47,1,732,286
48,1,740,296
49,1,746,307
50,1,751,318
51,1,756,331
52,1,758,337
53,1,731,280
54,1,711,237
55,1,691,201
56,1,738,351
57,1,663,148
58,1,651,128
59,1,641,111
60,1,631,96
61,1,621,86
62,1,611,73
63,1,606,66
64,1,597,58
65,1,592,55
66,1,586,51
67,1,581,48
68,1,576,46
69,1,570,46
70,1,565,47
71,1,561,48
72,1,556,52
73,1,551,56
74,1,548,61
75,1,546,66
76,1,541,72
77,1,538,81
78,1,536,88
79,1,533,96
80,1,532,106
81,1,531,116
82,1,528,125
83,0,0,0
84,1,526,146
85,1,521,168
86,1,516,191
87,1,511,206
88,1,506,222
89,1,503,238
90,1,501,252
91,1,498,268
92,1,496,283
93,1,491,300
94,1,490,316
95,1,486,331
96,1,483,348
97,1,481,330
98,1,483,295
99,1,482,278
100,1,480,261
101,1,480,246
102,1,286,333
103,1,478,227
104,1,288,333
105,1,477,218
106,1,477,216
107,1,478,216
108,0,0,0
109,0,0,0
110,1,476,216
111,1,478,218
112,1,478,222
113,1,476,228
114,1,473,238
115,1,471,246
116,1,471,255
117,1,468,265
118,1,467,275
119,1,466,283
120,1,466,296
121,1,463,306
122,1,461,321
123,1,461,332
124,1,502,310
125,1,503,336
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,1,631,241
131,1,643,236
132,1,656,235
133,1,666,235
134,1,676,235
135,1,686,236
136,1,693,238
137,1,701,241
138,1,708,246
139,1,713,252
140,1,718,258
141,1,726,263
142,1,731,271
143,0,0,0
144,1,746,261
145,1,756,251
146,1,763,243
147,1,771,238
148,1,776,233
149,1,783,231
150,1,788,231
151,1,793,231
152,1,798,231
153,1,803,235
154,1,807,238
155,1,811,243
156,1,816,251
157,1,820,256
158,1,823,266
159,1,826,276
160,1,823,266
161,1,831,301
162,1,831,316
163,1,833,330
164,1,836,347
165,1,836,362
166,1,838,381
167,1,841,396
168,1,838,417
169,1,841,438
170,1,841,461
171,1,841,470
172,1,826,398
173,1,821,366
174,1,820,326
175,1,816,303
176,1,811,281
177,1,811,263
178,1,810,253
179,1,806,238
180,1,806,228
181,1,802,221
182,1,801,216
183,1,801,213
184,1,800,212
185,1,797,211
186,1,797,211
187,1,797,212
188,1,796,216
189,1,796,218
190,1,796,223
191,1,795,226
192,1,793,233
193,1,793,241
194,0,0,0
195,1,792,255
196,1,796,251
197,1,796,242
198,1,796,236
199,1,798,236
200,1,801,236
201,1,801,233
202,1,801,232
203,1,803,236
204,1,803,236
205,1,803,238
206,1,803,241
207,1,801,247
208,1,801,252
209,1,801,261
210,1,803,272
211,1,802,281
212,1,803,291
213,1,801,305
214,1,803,316
215,1,803,331
216,1,803,340
217,0,0,0
218,1,795,200
219,1,791,152
220,1,788,116
221,1,786,83
222,1,783,57
223,1,781,33
224,1,781,13
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0,0,0
233,0,0,0
