Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,1,651,261
46,1,641,261
47,0,0,0
48,0,0,0
49,1,641,247
50,1,636,251
51,1,632,252
52,1,628,256
53,1,626,261
54,1,622,265
55,1,622,272
56,0,0,0
57,0,0,0
58,0,0,0
59,1,611,308
60,1,608,318
61,1,605,331
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,1,656,295
67,1,666,283
68,1,673,276
69,1,691,408
70,1,688,263
71,0,0,0
72,0,0,0
73,1,713,240
74,1,713,260
75,1,716,261
76,1,722,266
77,0,0,0
78,1,732,273
79,1,737,280
80,1,741,286
81,1,746,293
82,1,753,291
83,1,756,281
84,1,761,271
85,1,767,266
86,1,771,261
87,1,773,253
88,1,776,252
89,1,778,250
90,1,783,246
91,1,786,246
92,1,788,246
93,1,791,251
94,1,791,253
95,1,793,258
96,1,793,265
97,1,795,271
98,1,793,280
99,1,796,286
100,1,796,297
101,1,796,308
102,1,796,321
103,1,796,333
104,1,798,347
105,0,0,0
106,1,771,276
107,1,770,276
108,1,771,278
109,1,771,283
110,1,793,368
111,1,770,293
112,1,768,298
113,1,766,303
114,1,766,312
115,1,766,322
116,1,765,332
117,1,763,341
118,1,765,355
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,1,731,288
124,1,721,262
125,1,711,236
126,1,701,216
127,1,692,195
128,1,686,181
129,1,676,166
130,1,670,153
131,0,0,0
132,0,0,0
133,1,651,126
134,1,646,121
135,1,641,116
136,1,636,113
137,1,631,111
138,1,626,111
139,1,621,111
140,1,616,111
141,1,611,113
142,1,606,116
143,1,602,121
144,1,600,126
145,0,0,0
146,1,591,142
147,1,588,151
148,1,586,161
149,1,583,171
150,1,581,181
151,0,0,0
152,0,0,0
153,0,0,0
154,1,570,230
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,1,566,297
160,1,565,311
161,1,563,321
162,1,561,318
163,1,561,316
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,1,1275,715
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
