Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,1,590,330
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,1,555,261
25,1,551,261
26,1,548,257
27,1,546,258
28,1,541,258
29,1,538,261
30,1,536,265
31,1,536,268
32,1,531,273
33,1,530,278
34,0,0,0
35,0,0,0
36,1,563,228
37,1,580,206
38,1,592,188
39,1,605,175
40,1,616,163
41,1,626,151
42,1,636,145
43,1,646,136
44,1,652,131
45,0,0,0
46,0,0,0
47,0,0,0
48,1,702,422
49,0,0,0
50,1,703,131
51,1,698,445
52,1,713,143
53,1,721,153
54,1,726,162
55,1,731,173
56,1,738,183
57,0,0,0
58,1,748,215
59,1,753,231
60,1,757,246
61,1,761,266
62,1,763,285
63,1,767,306
64,1,771,325
65,1,746,301
66,1,730,282
67,0,0,0
68,1,703,261
69,1,701,258
70,1,696,255
71,1,687,253
72,1,686,253
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,1,661,266
88,1,661,271
89,1,661,278
90,0,0,0
91,1,656,296
92,1,656,303
93,1,656,316
94,1,653,326
95,1,651,338
96,1,651,352
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,1,618,346
103,1,613,326
104,1,606,310
105,1,601,291
106,1,595,280
107,1,588,270
108,1,582,261
109,1,576,251
110,1,571,246
111,1,566,243
112,1,562,241
113,1,558,238
114,1,553,238
115,1,551,238
116,1,546,241
117,1,543,241
118,1,541,246
119,1,536,251
120,1,533,258
121,1,531,265
122,1,528,271
123,1,526,281
124,1,538,265
125,1,550,232
126,1,566,208
127,1,577,186
128,1,588,168
129,1,598,153
130,1,608,141
131,1,551,317
132,1,626,121
133,1,633,111
134,1,641,106
135,1,648,101
136,1,656,98
137,1,663,98
138,1,671,96
139,1,676,98
140,1,683,101
141,1,690,106
142,1,695,112
143,1,701,121
144,1,705,127
145,1,711,143
146,1,716,153
147,1,721,167
148,1,726,181
149,1,726,198
150,1,731,217
151,1,736,235
152,1,607,295
153,0,0,0
154,0,0,0
155,1,747,315
156,1,750,340
157,1,751,363
158,1,752,386
159,1,756,412
160,1,751,471
161,0,0,0
162,1,741,286
163,0,0,0
164,1,735,241
165,1,731,226
166,1,731,216
167,1,726,211
168,1,726,203
169,1,725,201
170,1,723,201
171,0,0,0
172,0,0,0
173,0,0,0
174,1,718,203
175,1,733,221
176,1,746,241
177,1,761,261
178,1,771,281
179,1,782,301
180,1,791,318
181,1,800,337
182,1,807,358
183,1,813,376
184,1,821,396
185,1,826,416
186,1,831,436
187,0,0,0
188,1,823,322
189,0,0,0
190,1,810,257
191,1,808,232
192,1,806,213
193,1,801,201
194,1,802,191
195,1,798,181
196,1,796,176
197,1,796,170
198,1,793,166
199,1,791,165
200,1,791,162
201,1,791,160
202,1,793,166
203,1,791,168
204,1,788,171
205,1,791,176
206,1,793,181
207,1,796,188
208,1,796,196
209,1,796,203
210,1,796,213
211,1,796,223
212,1,796,233
213,1,796,245
214,1,796,257
215,1,796,271
216,1,796,285
217,1,796,298
218,1,796,313
219,1,795,328
220,1,793,343
221,1,793,361
222,1,792,380
223,1,791,396
224,0,0,0
225,1,778,325
226,1,771,280
227,1,765,232
228,1,761,201
229,1,755,171
230,1,751,145
231,1,746,125
232,1,743,106
233,1,740,91
