Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,1,653,260
8,1,542,360
9,1,643,253
10,1,642,250
11,1,641,246
12,1,636,248
13,1,632,251
14,0,0,0
15,1,627,258
16,1,622,262
17,0,0,0
18,1,618,272
19,1,615,282
20,1,611,292
21,1,608,301
22,1,606,315
23,1,602,326
24,1,600,337
25,0,0,0
26,0,0,0
27,1,626,322
28,0,0,0
29,0,0,0
30,1,656,165
31,1,662,148
32,1,668,130
33,1,676,113
34,1,681,101
35,1,688,91
36,1,693,86
37,1,697,78
38,1,701,73
39,1,706,71
40,1,710,68
41,1,711,68
42,1,716,67
43,1,718,71
44,1,722,71
45,1,726,73
46,1,728,78
47,1,731,83
48,1,735,91
49,1,736,96
50,1,740,103
51,1,742,111
52,1,743,121
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,1,682,301
58,1,673,327
59,1,665,356
60,1,656,380
61,1,648,406
62,1,641,431
63,0,0,0
64,1,631,372
65,0,0,0
66,1,626,312
67,1,625,290
68,1,623,271
69,1,621,258
70,1,621,245
71,1,620,236
72,1,617,228
73,1,617,223
74,1,617,221
75,1,616,217
76,1,616,216
77,1,615,216
78,1,613,217
79,1,612,220
80,1,613,221
81,1,612,226
82,1,612,231
83,1,612,236
84,1,613,240
85,1,616,236
86,1,621,231
87,1,625,231
88,1,623,231
89,1,618,231
90,1,620,232
91,1,621,236
92,1,620,241
93,1,621,246
94,1,621,252
95,1,618,261
96,1,620,268
97,1,618,280
98,1,617,290
99,1,616,301
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,1,682,220
105,1,691,213
106,1,696,208
107,1,703,206
108,0,0,0
109,1,718,221
110,1,726,243
111,1,733,262
112,1,738,281
113,1,742,300
114,1,748,318
115,1,753,336
116,1,756,356
117,1,761,373
118,0,0,0
119,1,763,312
120,1,765,293
121,1,766,278
122,1,766,265
123,1,766,260
124,1,766,251
125,1,766,243
126,1,767,240
127,1,767,237
128,1,765,238
129,0,0,0
130,1,776,236
131,1,776,232
132,1,778,228
133,1,781,226
134,1,781,226
135,1,786,227
136,1,786,231
137,1,788,236
138,1,792,241
139,1,796,246
140,1,797,253
141,1,800,261
142,1,801,272
143,1,801,281
144,1,803,291
145,1,805,302
146,1,806,316
147,1,806,331
148,1,806,347
149,1,807,360
150,1,807,376
151,1,808,391
152,0,0,0
153,1,802,311
154,1,797,256
155,1,796,216
156,1,793,183
157,1,791,158
158,1,788,136
159,1,788,117
160,1,786,101
161,1,786,88
162,1,783,76
163,1,782,66
164,1,781,61
165,1,781,53
166,1,781,48
167,1,780,46
168,1,778,43
169,1,776,41
170,1,777,42
171,1,781,146
172,1,777,46
173,1,777,48
174,1,776,52
175,1,776,56
176,1,776,63
177,1,776,71
178,1,776,78
179,1,776,86
180,1,776,96
181,1,776,103
182,1,776,116
183,1,776,125
184,0,0,0
185,0,0,0
186,1,672,195
187,1,647,211
188,1,625,230
189,1,605,245
190,1,586,261
191,1,567,278
192,1,550,296
193,1,535,312
194,1,518,330
195,1,506,346
196,1,491,363
197,1,478,382
198,1,466,400
199,1,452,421
200,1,448,391
201,1,451,365
202,1,456,332
203,0,0,0
204,1,463,291
205,1,466,273
206,1,468,261
207,1,471,248
208,1,473,238
209,1,288,331
210,1,476,225
211,1,477,221
212,1,480,216
213,1,481,216
214,1,485,213
215,1,486,213
216,1,488,216
217,1,491,218
218,1,491,221
219,1,496,226
220,1,496,231
221,1,498,238
222,1,501,246
223,1,501,253
224,1,503,263
225,1,506,273
226,1,510,281
227,0,0,0
228,0,0,0
229,0,0,0
230,1,577,247
231,1,593,241
232,1,606,238
233,1,618,236
