Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,1,636,425
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,1,612,362
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,1,337,282
17,0,0,0
18,0,0,0
19,0,0,0
20,1,617,480
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,1,661,262
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,1,667,251
37,0,0,0
38,1,666,251
39,1,665,252
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,1,666,245
80,1,621,333
81,1,628,313
82,1,636,300
83,1,641,288
84,1,671,262
85,1,662,286
86,1,666,286
87,1,658,260
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,1,616,415
100,0,0,0
101,0,0,0
102,1,720,252
103,0,0,0
104,1,726,246
105,0,0,0
106,1,731,243
107,0,0,0
108,1,737,247
109,1,741,253
110,1,743,258
111,1,746,265
112,1,751,273
113,1,753,281
114,1,756,291
115,1,758,301
116,1,761,311
117,1,761,323
118,1,763,336
119,0,0,0
120,1,772,311
121,1,773,293
122,1,775,282
123,1,776,276
124,1,781,271
125,1,782,261
126,1,786,256
127,1,786,251
128,1,788,248
129,1,788,246
130,1,787,246
131,0,0,0
132,1,786,248
133,1,786,251
134,1,788,251
135,1,786,261
136,1,788,267
137,1,786,262
138,1,786,282
139,1,786,291
140,1,788,298
141,1,791,306
142,1,801,272
143,1,811,235
144,1,813,211
145,1,821,186
146,1,826,166
147,1,831,146
148,1,836,128
149,1,838,116
150,1,841,103
151,1,846,91
152,1,848,83
153,1,851,76
154,1,853,68
155,1,856,66
156,1,858,62
157,1,861,61
158,1,863,61
159,1,866,63
160,1,866,66
161,1,866,71
162,1,868,78
163,1,868,86
164,1,871,96
165,1,871,107
166,1,871,121
167,1,871,133
168,1,871,151
169,1,871,166
170,1,870,183
171,1,868,202
172,1,868,222
173,1,867,242
174,1,866,262
175,1,866,283
176,1,866,306
177,1,863,323
178,1,851,298
179,1,838,278
180,1,832,265
181,1,826,253
182,1,821,246
183,1,816,241
184,1,811,236
185,1,806,236
186,1,801,236
187,1,798,236
188,1,797,237
189,1,793,241
190,1,792,246
191,1,788,251
192,1,786,253
193,1,786,261
194,1,783,266
195,1,782,273
196,1,781,283
197,1,780,291
198,1,777,301
199,1,783,290
200,0,0,0
201,1,796,241
202,1,801,221
203,1,806,203
204,1,810,188
205,1,815,176
206,1,818,166
207,1,821,158
208,1,826,151
209,1,827,146
210,1,831,141
211,1,833,140
212,1,836,138
213,1,837,138
214,1,841,141
215,1,841,143
216,1,841,148
217,1,843,156
218,1,843,163
219,1,846,172
220,1,846,183
221,1,846,193
222,1,846,208
223,1,846,222
224,1,845,238
225,1,843,256
226,1,843,271
227,1,843,291
228,1,843,311
229,1,841,331
230,1,841,352
231,1,832,336
232,1,818,312
233,1,811,293
