Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,1,660,346
4,1,658,348
5,1,656,350
6,1,657,350
7,1,656,348
8,1,656,347
9,1,657,347
10,1,655,348
11,0,0,0
12,0,0,0
13,0,0,0
14,1,676,385
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,1,657,347
33,1,656,351
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,1,645,383
56,1,641,380
57,1,635,378
58,0,0,0
59,0,0,0
60,0,0,0
61,1,732,473
62,0,0,0
63,1,733,468
64,0,0,0
65,0,0,0
66,0,0,0
67,1,593,413
68,1,591,423
69,1,588,431
70,1,583,441
71,1,578,453
72,1,576,463
73,1,573,476
74,0,0,0
75,1,556,407
76,0,0,0
77,1,546,343
78,1,541,321
79,1,537,297
80,1,533,276
81,1,531,261
82,1,526,246
83,1,526,233
84,1,521,223
85,1,518,216
86,1,516,208
87,1,516,201
88,1,513,196
89,1,511,193
90,1,511,190
91,1,508,188
92,1,507,186
93,1,506,186
94,1,506,187
95,1,505,191
96,1,503,192
97,1,503,196
98,1,503,198
99,1,503,203
100,1,503,208
101,1,502,216
102,1,501,221
103,1,501,228
104,1,501,236
105,1,501,246
106,1,501,255
107,1,493,277
108,1,473,303
109,1,460,326
110,1,446,343
111,1,436,361
112,1,426,380
113,1,416,393
114,1,408,411
115,1,401,426
116,1,393,441
117,1,386,456
118,1,380,471
119,1,373,485
120,0,0,0
121,0,0,0
122,1,381,463
123,1,396,443
124,1,407,426
125,1,416,411
126,1,425,401
127,1,431,388
128,1,438,378
129,1,446,371
130,1,451,365
131,1,457,361
132,1,465,356
133,1,470,353
134,1,476,353
135,1,481,352
136,1,486,353
137,1,490,356
138,1,493,358
139,1,498,361
140,1,502,366
141,1,506,370
142,1,511,376
143,1,516,381
144,1,518,388
145,1,521,396
146,1,526,405
147,1,531,412
148,1,533,421
149,1,536,431
150,0,0,0
151,1,525,370
152,1,521,335
153,1,516,301
154,1,511,273
155,1,506,248
156,1,501,226
157,1,496,206
158,1,493,188
159,1,490,171
160,1,486,158
161,1,483,143
162,1,480,132
163,1,476,123
164,1,473,113
165,1,471,106
166,1,466,101
167,1,463,96
168,1,461,91
169,1,457,88
170,1,455,86
171,1,451,86
172,1,447,86
173,1,443,88
174,1,441,91
175,1,437,93
176,1,433,101
177,1,428,106
178,1,426,112
179,1,421,121
180,1,418,131
181,1,416,141
182,1,411,151
183,1,408,165
184,1,406,176
185,1,401,191
186,1,398,206
187,1,396,221
188,1,392,237
189,1,390,256
190,1,387,271
191,1,385,291
192,1,381,308
193,1,378,331
194,1,376,351
195,1,373,371
196,1,371,391
197,0,0,0
198,1,445,297
199,1,478,247
200,1,505,210
201,1,525,180
202,1,542,156
203,1,558,137
204,1,571,123
205,1,583,110
206,1,593,98
207,1,603,91
208,1,611,83
209,1,621,78
210,1,628,73
211,1,635,71
212,1,641,68
213,1,648,68
214,1,653,68
215,1,660,68
216,1,666,71
217,1,671,73
218,1,676,76
219,1,680,81
220,1,685,85
221,1,688,88
222,1,693,96
223,1,696,101
224,1,701,108
225,1,706,116
226,1,708,126
227,1,711,133
228,1,716,143
229,1,718,153
230,1,721,162
231,1,726,173
232,1,728,185
233,1,731,196
234,1,733,206
235,1,736,218
236,1,1191,16
237,1,1191,16
238,1,1191,18
239,1,1191,18
240,1,571,341
241,1,543,361
242,1,1191,21
243,1,495,397
244,1,473,416
245,1,456,431
246,1,441,446
247,1,422,462
248,1,405,481
249,1,388,500
250,1,373,516
251,1,358,535
252,1,346,551
253,1,331,570
254,1,320,588
255,1,308,606
256,1,298,621
257,1,292,622
258,1,485,555
259,1,276,616
260,1,275,617
261,1,270,621
262,1,263,627
263,1,258,628
264,1,253,631
265,1,248,636
266,1,246,643
267,1,243,645
268,0,0,0
269,1,240,646
270,1,237,646
271,1,237,648
272,1,236,650
273,1,236,651
274,1,236,651
275,1,236,651
276,1,237,651
277,1,238,651
278,1,238,651
279,1,240,652
280,1,240,652
281,0,0,0
282,0,0,0
283,1,240,653
284,1,241,653
285,1,240,655
286,1,706,348
