Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,1,692,366
4,1,696,363
5,1,698,361
6,1,701,361
7,0,0,0
8,0,0,0
9,0,0,0
10,1,703,363
11,1,706,362
12,1,706,361
13,1,708,361
14,1,710,360
15,1,708,362
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,1,713,351
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,1,685,367
43,1,685,370
44,1,681,368
45,0,0,0
46,0,0,0
47,1,621,447
48,1,633,427
49,1,648,416
50,1,662,407
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,1,717,376
56,1,726,373
57,1,736,371
58,1,746,371
59,1,752,371
60,1,761,375
61,1,768,376
62,1,776,381
63,1,781,383
64,1,787,388
65,1,793,393
66,1,801,401
67,1,806,406
68,1,811,413
69,1,816,420
70,1,823,413
71,1,821,393
72,1,821,388
73,1,826,381
74,1,828,373
75,1,830,366
76,1,831,361
77,1,831,358
78,1,833,356
79,1,833,356
80,1,835,356
81,1,836,357
82,1,836,361
83,1,836,363
84,1,836,366
85,1,836,371
86,1,836,378
87,1,836,386
88,1,836,391
89,1,836,401
90,1,836,412
91,1,833,422
92,1,833,436
93,1,833,447
94,1,831,461
95,1,831,477
96,1,828,491
97,1,828,508
98,1,826,526
99,1,826,541
100,1,823,561
101,1,820,561
102,1,811,516
103,0,0,0
104,1,801,452
105,1,796,430
106,1,791,413
107,1,787,401
108,1,783,386
109,1,781,378
110,1,778,371
111,1,778,363
112,1,776,358
113,1,773,356
114,1,773,356
115,1,772,355
116,1,771,353
117,1,768,353
118,1,768,356
119,1,768,357
120,1,767,361
121,1,766,363
122,1,766,368
123,1,766,372
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,1,691,360
130,1,673,361
131,1,661,365
132,1,647,366
133,1,633,368
134,1,622,371
135,1,608,375
136,1,598,378
137,1,586,386
138,1,576,391
139,1,563,401
140,1,555,406
141,1,545,416
142,1,533,426
143,1,526,436
144,1,518,446
145,1,508,457
146,1,500,471
147,1,491,485
148,1,483,496
149,0,0,0
150,1,528,403
151,1,548,366
152,1,563,336
153,1,578,308
154,1,591,286
155,1,606,265
156,1,616,248
157,1,626,235
158,1,635,221
159,1,643,211
160,1,651,201
161,1,658,193
162,1,666,187
163,1,671,182
164,1,677,178
165,1,685,175
166,1,690,173
167,1,696,171
168,1,701,171
169,1,706,172
170,1,711,173
171,1,716,176
172,1,720,178
173,1,725,183
174,1,728,186
175,1,733,192
176,1,736,198
177,1,741,206
178,1,746,211
179,1,748,220
180,1,752,227
181,1,756,236
182,1,760,242
183,1,767,222
184,1,773,211
185,1,778,198
186,1,781,190
187,1,785,182
188,1,786,176
189,1,791,172
190,1,791,168
191,1,795,167
192,1,796,166
193,1,798,166
194,1,801,166
195,1,801,168
196,1,802,171
197,1,803,176
198,1,803,178
199,1,803,183
200,1,806,191
201,1,806,196
202,1,806,206
203,1,806,216
204,1,806,226
205,1,806,236
206,1,806,247
207,1,806,261
208,1,806,273
209,1,806,287
210,1,806,301
211,1,803,318
212,1,803,333
213,1,801,351
214,1,801,368
215,0,0,0
216,0,0,0
217,1,636,357
218,1,605,351
219,1,578,348
220,1,558,348
221,1,538,348
222,1,523,350
223,1,511,352
224,1,498,355
225,1,486,357
226,1,476,361
227,1,468,366
228,1,461,371
229,1,453,376
230,1,448,381
231,1,441,386
232,1,436,392
233,1,431,401
234,1,426,406
235,1,423,413
236,1,418,421
237,1,416,431
238,1,411,438
239,1,408,448
240,1,408,447
241,1,458,341
242,1,403,438
243,1,401,433
244,1,401,432
245,1,398,431
246,1,396,433
247,1,396,436
248,1,393,436
249,1,391,438
250,1,390,441
251,1,388,442
252,1,387,438
253,1,387,440
254,1,386,441
255,1,386,442
256,1,385,441
257,1,385,440
258,1,386,440
259,1,386,440
260,1,386,441
261,1,386,441
