Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,1,678,382
4,1,683,383
5,1,680,378
6,1,681,378
7,1,681,378
8,1,682,380
9,1,681,378
10,1,682,380
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,1,653,352
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,1,678,376
27,0,0,0
28,0,0,0
29,1,678,378
30,1,677,378
31,1,675,380
32,0,0,0
33,1,673,382
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,1,671,403
47,0,0,0
48,1,652,352
49,0,0,0
50,1,103,353
51,0,0,0
52,1,645,380
53,1,638,378
54,0,0,0
55,1,620,371
56,1,613,373
57,1,608,377
58,1,603,377
59,1,598,381
60,1,591,385
61,1,586,388
62,1,581,393
63,1,573,401
64,1,571,408
65,1,566,416
66,1,561,426
67,1,556,436
68,1,551,446
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,1,580,440
74,1,591,428
75,1,601,415
76,1,612,406
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,1,685,386
84,1,692,390
85,1,701,387
86,1,706,393
87,1,715,395
88,0,0,0
89,1,731,405
90,1,736,411
91,1,743,417
92,1,750,426
93,1,753,431
94,1,761,442
95,1,766,451
96,1,772,457
97,1,746,432
98,0,0,0
99,1,708,381
100,1,692,363
101,1,677,348
102,1,663,336
103,1,648,322
104,1,636,311
105,1,623,301
106,1,611,295
107,1,600,288
108,1,588,283
109,1,577,278
110,1,567,273
111,1,556,273
112,1,546,271
113,1,536,273
114,1,526,273
115,1,516,276
116,1,506,281
117,1,497,286
118,1,488,291
119,1,478,296
120,1,468,306
121,1,461,313
122,1,451,323
123,1,442,335
124,1,433,346
125,1,426,357
126,1,416,371
127,1,408,386
128,1,401,401
129,1,393,416
130,1,402,356
131,1,443,423
132,1,423,263
133,1,431,235
134,1,437,208
135,1,442,187
136,1,446,172
137,1,451,157
138,1,456,146
139,1,461,136
140,1,463,128
141,1,466,121
142,1,468,116
143,1,471,113
144,1,476,108
145,1,478,108
146,1,481,106
147,1,483,106
148,1,486,106
149,1,488,108
150,1,491,111
151,1,493,113
152,1,496,116
153,1,501,121
154,1,501,126
155,1,506,131
156,1,507,138
157,1,511,146
158,1,512,153
159,1,516,161
160,1,516,168
161,1,521,178
162,1,521,186
163,1,523,196
164,1,526,206
165,1,528,217
166,1,531,227
167,1,508,276
168,1,495,307
169,1,483,335
170,1,471,357
171,1,463,381
172,1,453,403
173,1,446,421
174,1,437,441
175,1,432,461
176,1,423,480
177,1,418,501
178,1,411,518
179,1,406,537
180,1,400,551
181,1,402,515
182,1,408,481
183,1,416,456
184,1,421,438
185,1,422,423
186,1,423,411
187,1,426,398
188,1,427,387
189,1,430,378
190,1,431,371
191,1,435,366
192,1,436,361
193,1,438,358
194,1,441,356
195,1,441,356
196,1,445,356
197,1,446,356
198,1,447,356
199,1,450,361
200,1,451,363
201,1,453,366
202,1,455,372
203,1,456,378
204,1,458,383
205,1,461,391
206,1,461,401
207,1,463,406
208,1,466,416
209,1,491,408
210,0,0,0
211,0,0,0
212,1,540,373
213,1,556,363
214,1,570,356
215,1,581,351
216,1,596,346
217,1,606,343
218,1,617,341
219,1,628,341
220,1,638,341
221,1,647,343
222,1,656,346
223,1,665,348
224,1,672,353
225,1,681,360
226,1,688,366
227,1,696,373
228,1,701,381
229,1,708,391
230,1,715,400
231,1,721,411
232,1,726,421
233,1,731,436
