Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,1,730,621
9,1,455,472
10,1,456,472
11,1,458,475
12,1,461,475
13,1,556,258
14,1,552,241
15,1,548,226
16,1,546,215
17,1,543,203
18,1,541,195
19,1,538,187
20,1,536,181
21,1,535,176
22,1,533,171
23,1,531,168
24,1,531,166
25,1,530,166
26,1,527,166
27,1,526,166
28,1,526,168
29,1,526,171
30,1,526,173
31,1,526,176
32,1,526,181
33,1,526,186
34,1,526,193
35,1,526,201
36,1,526,206
37,1,526,216
38,1,526,223
39,1,526,231
40,1,526,241
41,1,526,251
42,1,526,261
43,1,526,271
44,1,528,281
45,1,528,291
46,1,528,302
47,1,528,315
48,1,528,326
49,1,530,338
50,1,531,351
51,1,531,363
52,1,531,376
53,1,531,390
54,1,531,402
55,1,531,416
56,1,531,413
57,1,531,408
58,1,531,407
59,0,0,0
60,1,226,538
61,0,0,0
62,0,0,0
63,1,645,598
64,1,645,596
65,1,645,596
66,1,525,403
67,1,525,405
68,1,523,411
69,1,523,413
70,1,522,418
71,1,521,421
72,1,521,420
73,1,520,420
74,1,518,420
75,1,518,421
76,1,518,421
77,1,687,640
78,1,516,421
79,1,683,640
80,1,513,421
81,1,513,421
82,1,515,423
83,1,670,640
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,1,655,650
91,0,0,0
92,1,222,341
93,1,243,325
94,1,240,326
95,1,645,651
96,1,641,651
97,1,637,650
98,1,635,651
99,1,631,652
100,0,0,0
101,1,625,652
102,1,621,653
103,1,617,656
104,1,615,655
105,1,241,326
106,1,227,525
107,1,513,423
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,1,565,667
120,0,0,0
121,0,0,0
122,0,0,0
