Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,1,648,457
13,0,0,0
14,1,650,455
15,0,0,0
16,1,650,455
17,1,651,455
18,1,648,453
19,0,0,0
20,1,713,475
21,1,711,475
22,1,655,453
23,0,0,0
24,0,0,0
25,1,651,452
26,1,652,452
27,1,652,452
28,1,545,347
29,1,651,448
30,1,653,448
31,1,653,446
32,1,655,446
33,1,656,443
34,1,656,443
35,1,656,440
36,1,658,438
37,1,660,437
38,1,661,436
39,1,663,437
40,1,665,440
41,1,666,440
42,1,666,443
43,1,667,450
44,1,668,455
45,1,668,461
46,1,671,466
47,1,671,476
48,1,672,483
49,1,673,496
50,1,676,506
51,1,676,516
52,1,656,428
53,1,641,338
54,1,628,266
55,1,616,208
56,1,606,160
57,1,598,117
58,1,591,83
59,1,586,51
60,1,580,23
61,1,576,5
62,0,0,0
63,1,716,645
64,1,712,645
65,1,707,643
66,1,467,453
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,1,491,437
83,1,486,437
84,0,0,0
85,0,0,0
86,0,0,0
87,1,716,613
88,0,0,0
89,0,0,0
90,1,556,283
91,0,0,0
92,0,0,0
93,1,476,446
94,0,0,0
95,0,0,0
96,0,0,0
97,1,538,10
98,1,571,276
99,1,541,36
100,1,541,48
101,1,541,61
102,1,541,76
103,1,543,88
104,1,543,103
105,1,543,118
106,1,546,132
107,1,546,146
108,1,546,161
109,1,546,176
110,1,548,191
111,1,548,206
112,1,548,221
113,1,551,235
114,1,577,257
115,1,600,261
116,1,618,272
117,1,635,283
118,1,651,293
119,1,662,301
120,1,676,311
121,1,686,321
122,1,696,331
123,1,706,341
124,1,716,351
125,1,726,362
126,1,733,373
127,1,741,386
128,1,747,396
129,1,755,411
130,1,761,422
131,1,766,436
132,1,773,451
133,1,778,466
134,1,783,481
135,1,788,496
136,1,793,513
137,1,766,487
138,1,743,442
139,1,716,411
140,1,695,383
141,1,675,362
142,0,0,0
143,1,645,328
144,1,631,317
145,1,618,306
146,1,608,298
147,1,596,291
148,1,588,285
149,1,578,281
150,1,570,276
151,1,562,273
152,1,555,273
153,1,548,272
154,1,541,273
155,1,535,273
156,1,528,276
157,1,523,278
158,1,518,281
159,1,515,285
160,1,507,290
161,0,0,0
162,0,0,0
163,1,503,287
164,1,500,288
165,1,495,291
166,1,490,296
167,1,487,301
168,1,486,306
169,1,483,311
170,1,481,318
171,1,476,326
172,1,473,333
173,1,471,342
174,1,468,351
175,1,466,361
176,1,463,372
177,1,461,383
178,1,456,395
179,1,455,407
180,1,452,421
181,1,450,436
182,1,446,451
183,1,443,462
184,1,441,480
185,1,440,495
186,0,0,0
187,0,0,0
188,0,0,0
189,1,476,397
190,1,496,351
191,1,511,313
192,1,521,278
193,1,533,248
194,1,546,221
195,1,553,201
196,1,563,180
197,1,571,162
198,1,581,146
199,1,588,132
200,1,596,121
201,1,601,110
202,1,608,101
203,1,616,92
204,1,621,86
205,1,626,81
206,1,633,75
207,1,638,71
208,1,645,68
209,1,651,67
210,1,656,66
211,1,661,66
212,1,666,68
213,1,671,70
214,1,676,71
215,1,681,76
216,1,685,78
217,1,690,83
218,1,693,91
219,1,698,96
220,1,703,103
221,1,707,111
222,1,711,118
223,1,716,126
224,1,720,136
225,1,723,146
226,1,726,156
227,1,731,168
228,1,733,180
229,1,736,191
230,1,738,203
231,1,741,216
232,1,745,228
233,1,746,236
