Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,1,623,475
4,1,621,475
5,1,622,472
6,1,625,472
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,1,651,456
21,1,650,455
22,1,705,472
23,1,706,470
24,0,0,0
25,1,713,473
26,1,713,475
27,1,653,451
28,0,0,0
29,1,717,475
30,0,0,0
31,1,723,473
32,1,723,476
33,1,655,452
34,1,655,452
35,1,655,447
36,1,655,446
37,1,656,446
38,1,656,445
39,1,658,442
40,1,660,440
41,1,661,438
42,1,661,436
43,1,663,436
44,1,665,435
45,1,665,433
46,1,667,436
47,1,668,437
48,1,670,441
49,1,671,446
50,1,672,451
51,1,673,457
52,1,676,463
53,1,676,471
54,1,676,481
55,1,678,491
56,1,678,501
57,1,680,510
58,1,661,406
59,1,646,321
60,1,633,252
61,1,621,198
62,1,613,151
63,1,606,111
64,1,600,77
65,1,593,46
66,1,587,21
67,1,583,5
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,1,563,285
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,1,540,3
103,1,541,11
104,1,541,26
105,1,541,38
106,1,541,52
107,1,541,66
108,1,541,81
109,1,543,96
110,1,543,108
111,1,543,125
112,1,543,138
113,1,545,156
114,1,546,168
115,1,546,185
116,1,546,200
117,1,546,216
118,1,546,231
119,1,538,258
120,1,518,288
121,1,506,313
122,1,493,336
123,1,482,356
124,1,472,373
125,1,463,391
126,1,456,408
127,1,448,423
128,1,442,443
129,1,435,461
130,1,428,477
131,1,423,493
132,1,405,523
133,0,0,0
134,1,422,456
135,1,431,432
136,1,436,413
137,1,438,400
138,1,441,386
139,1,441,376
140,1,443,365
141,1,446,358
142,1,448,353
143,1,451,346
144,1,453,343
145,1,456,341
146,1,457,341
147,1,460,338
148,1,461,338
149,1,462,341
150,1,463,343
151,1,466,346
152,1,468,351
153,1,470,355
154,1,471,358
155,0,0,0
156,1,942,707
157,0,0,0
158,1,478,383
159,1,480,393
160,1,481,402
161,1,606,396
162,1,478,393
163,1,476,383
164,1,472,373
165,1,468,366
166,1,471,358
167,1,468,353
168,1,463,348
169,1,460,346
170,1,457,346
171,1,453,346
172,1,450,346
173,1,446,346
174,1,441,346
175,1,438,351
176,1,436,353
177,1,436,358
178,1,433,365
179,1,431,371
180,1,428,378
181,1,426,388
182,1,423,396
183,1,421,406
184,1,418,416
185,1,416,427
186,1,413,441
187,1,412,453
188,1,411,466
189,1,408,480
190,1,408,485
191,0,0,0
192,1,426,447
193,1,431,433
194,1,441,423
195,1,448,412
196,1,456,402
197,1,458,393
198,1,463,388
199,1,466,382
200,1,471,380
201,1,476,376
202,1,480,373
203,1,485,371
204,1,488,368
205,1,492,371
206,1,496,372
207,1,498,376
208,1,501,378
209,1,503,383
210,1,506,388
211,1,506,396
212,1,511,403
213,1,513,411
214,1,516,421
215,1,518,428
216,1,521,438
217,1,385,583
218,0,0,0
219,1,517,386
220,1,511,351
221,1,508,326
222,1,506,301
223,1,502,278
224,1,498,256
225,1,496,238
226,1,492,221
227,1,488,206
228,1,486,193
229,1,483,181
230,1,481,171
231,1,478,161
232,1,475,153
233,1,471,146
