Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,1,702,475
15,1,648,455
16,0,0,0
17,1,706,472
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,1,652,451
23,1,653,453
24,1,653,451
25,1,651,450
26,1,650,448
27,1,650,447
28,1,651,446
29,1,652,445
30,1,653,441
31,1,655,440
32,1,656,438
33,1,657,437
34,1,660,436
35,1,661,435
36,1,661,436
37,1,663,438
38,1,663,441
39,1,666,442
40,1,666,448
41,1,668,453
42,1,668,458
43,1,671,466
44,1,671,473
45,1,673,481
46,1,676,493
47,1,676,503
48,0,0,0
49,1,658,381
50,1,646,293
51,1,637,225
52,1,628,168
53,1,621,121
54,1,616,81
55,1,611,46
56,1,606,15
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,1,578,3
98,1,578,11
99,1,581,26
100,1,581,38
101,1,581,55
102,1,581,68
103,1,621,286
104,1,581,98
105,1,583,113
106,1,583,128
107,1,583,143
108,1,583,158
109,1,585,176
110,1,585,191
111,1,586,206
112,1,586,221
113,1,585,236
114,1,572,257
115,1,553,266
116,1,538,276
117,1,526,286
118,1,515,296
119,1,503,306
120,1,496,316
121,1,486,326
122,1,478,336
123,1,470,348
124,1,463,358
125,1,456,371
126,1,448,381
127,1,441,393
128,1,436,406
129,1,430,421
130,1,423,432
131,1,418,447
132,1,411,462
133,1,406,477
134,1,401,492
135,1,396,510
136,1,390,523
137,1,383,542
138,1,378,561
139,1,635,375
140,1,385,453
141,1,388,418
142,1,391,386
143,1,393,357
144,1,396,336
145,1,398,316
146,1,400,297
147,1,401,281
148,1,403,268
149,1,406,257
150,1,406,246
151,1,408,240
152,1,411,233
153,1,411,226
154,1,413,222
155,1,416,218
156,1,418,216
157,1,420,215
158,1,421,213
159,1,423,213
160,1,426,215
161,1,426,216
162,1,428,218
163,1,431,221
164,1,433,226
165,1,436,231
166,1,436,235
167,1,438,241
168,1,441,246
169,1,443,253
170,1,446,262
171,1,446,271
172,1,448,278
173,1,451,288
174,1,450,295
175,1,486,301
176,1,507,301
177,1,528,301
178,1,548,305
179,0,0,0
180,1,581,311
181,1,596,316
182,1,611,321
183,1,623,326
184,1,636,331
185,1,648,337
186,1,658,346
187,1,668,352
188,1,678,361
189,1,687,368
190,1,696,378
191,1,705,388
192,1,711,397
193,1,720,410
194,1,726,421
195,1,733,435
196,1,741,448
197,1,746,461
198,1,751,476
199,1,756,491
200,0,0,0
201,1,771,438
202,1,771,402
203,1,781,376
204,1,783,355
205,1,786,336
206,1,791,318
207,1,795,303
208,1,796,291
209,1,801,282
210,1,803,273
211,1,806,267
212,1,806,261
213,1,808,256
214,1,811,253
215,1,813,251
216,1,815,250
217,1,816,248
218,1,818,248
219,1,821,251
220,1,821,251
221,1,823,256
222,1,825,258
223,1,826,262
224,1,828,266
225,1,830,272
226,1,831,278
227,1,832,286
228,1,833,293
229,1,836,301
230,1,836,310
231,1,838,318
232,1,838,328
233,1,841,337
234,1,841,346
235,1,841,357
236,1,843,370
237,1,843,380
238,1,846,391
239,1,846,403
240,1,847,416
241,1,848,421
242,1,848,416
243,1,848,411
244,1,846,416
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,1,745,600
253,1,747,600
254,1,751,601
255,0,0,0
256,1,758,596
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,0,0,0
274,0,0,0
275,0,0,0
