Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,1,633,296
4,0,0,0
5,1,726,377
6,1,736,361
7,1,741,348
8,1,748,338
9,1,753,331
10,1,756,323
11,1,761,320
12,1,766,316
13,1,770,313
14,1,773,313
15,1,778,313
16,1,781,315
17,1,786,316
18,1,791,321
19,1,796,326
20,1,801,332
21,1,806,341
22,1,808,351
23,1,811,361
24,1,813,373
25,1,816,383
26,1,820,396
27,0,0,0
28,1,828,211
29,1,831,135
30,1,835,72
31,1,837,22
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,1,851,17
70,1,851,43
71,1,851,71
72,1,851,100
73,1,851,126
74,1,850,156
75,1,848,182
76,1,848,211
77,1,848,240
78,1,848,266
79,1,847,296
80,1,848,321
81,1,811,318
82,1,791,311
83,1,778,306
84,1,771,303
85,1,763,305
86,1,758,306
87,1,756,307
88,1,751,312
89,1,751,316
90,1,746,313
91,1,746,301
92,1,736,293
93,1,731,283
94,1,728,280
95,1,723,275
96,1,721,273
97,1,716,272
98,1,715,272
99,0,0,0
100,1,710,275
101,1,706,280
102,1,702,287
103,1,700,296
104,1,696,302
105,1,695,312
106,1,692,322
107,1,691,336
108,1,686,346
109,1,686,358
110,0,0,0
111,1,681,390
112,0,0,0
113,0,0,0
114,1,623,313
115,1,611,295
116,1,597,276
117,1,586,261
118,1,576,251
119,1,568,241
120,1,561,236
121,0,0,0
122,1,548,226
123,1,545,226
124,1,536,248
125,1,526,275
126,1,516,296
127,1,511,316
128,1,506,333
129,1,501,353
130,1,496,372
131,1,493,391
132,1,491,406
133,0,0,0
134,0,0,0
135,1,586,268
136,1,603,242
137,1,616,225
138,1,628,208
139,1,641,197
140,1,651,188
141,1,658,181
142,1,667,176
143,1,673,173
144,1,681,171
145,1,686,172
146,1,693,172
147,1,700,176
148,1,703,178
149,1,710,183
150,1,713,187
151,1,718,193
152,1,721,201
153,1,727,208
154,1,730,165
155,1,736,131
156,1,736,103
157,1,738,81
158,1,741,63
159,1,743,46
160,1,746,33
161,1,748,22
162,1,748,15
163,1,751,6
164,1,751,5
165,1,748,3
166,0,0,0
167,0,0,0
168,1,755,3
169,1,756,5
170,1,756,6
171,1,756,13
172,1,756,21
173,1,756,31
174,1,756,42
175,1,756,56
176,1,756,68
177,1,756,86
178,1,756,101
179,1,756,118
180,1,756,136
181,1,753,156
182,1,753,176
183,1,753,196
184,1,753,216
185,1,753,242
186,1,753,262
187,0,0,0
188,0,0,0
189,0,0,0
190,1,601,303
191,1,583,311
192,1,568,316
193,1,558,322
194,1,548,327
195,1,541,333
196,1,533,342
197,1,528,347
198,1,522,356
199,1,518,363
200,1,516,372
201,0,0,0
202,1,498,356
203,0,0,0
204,1,495,328
205,1,488,318
206,1,483,311
207,1,480,303
208,1,476,298
209,1,473,293
210,1,471,291
211,1,466,291
212,1,463,291
213,1,461,291
214,1,457,296
215,1,456,301
216,1,452,306
217,1,451,311
218,1,447,321
219,1,446,331
220,1,441,342
221,1,441,353
222,1,438,366
223,1,436,378
224,1,433,395
225,1,433,411
226,1,431,426
227,1,428,443
228,1,426,461
229,0,0,0
230,0,0,0
231,1,491,390
232,1,512,363
233,1,531,346
234,1,550,331
235,0,0,0
236,0,0,0
237,1,645,280
238,0,0,0
239,0,0,0
240,0,0,0
241,1,652,275
242,1,665,271
243,1,676,272
244,1,686,273
245,1,697,276
246,1,706,280
247,1,715,283
248,1,727,292
249,0,0,0
250,1,693,287
251,0,0,0
252,0,0,0
253,1,628,347
254,1,608,360
255,0,0,0
256,0,0,0
257,0,0,0
258,1,538,415
259,1,521,431
260,1,508,448
261,1,496,465
262,1,483,483
263,1,471,501
264,1,461,521
265,1,450,541
266,1,438,562
267,1,431,585
268,1,421,607
269,1,411,631
270,1,406,638
271,1,408,626
272,1,411,621
273,1,413,616
274,1,416,613
275,1,416,613
276,1,416,611
277,1,416,616
278,1,418,618
279,1,418,623
280,1,421,632
281,1,423,641
282,1,426,643
283,1,431,641
284,1,436,641
285,1,431,642
286,1,437,641
287,1,441,643
288,1,443,645
289,1,445,641
