Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,1,622,440
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,1,615,373
33,1,611,360
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,1,607,326
44,1,606,327
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,1,656,301
53,1,667,296
54,1,676,292
55,1,685,291
56,1,692,291
57,1,703,291
58,1,706,291
59,1,716,291
60,1,725,296
61,1,733,301
62,1,741,306
63,1,748,316
64,1,756,326
65,1,761,333
66,1,768,346
67,1,773,356
68,1,781,371
69,1,786,386
70,1,791,401
71,1,796,415
72,0,0,0
73,1,741,305
74,1,716,262
75,1,698,231
76,1,682,201
77,1,667,178
78,1,656,161
79,1,646,146
80,1,636,131
81,1,627,121
82,1,618,111
83,1,610,103
84,1,603,98
85,1,596,96
86,1,591,91
87,1,586,91
88,1,580,91
89,1,573,91
90,1,570,95
91,1,563,98
92,1,561,101
93,1,556,108
94,1,551,116
95,1,548,122
96,1,546,131
97,1,542,141
98,1,541,151
99,1,536,162
100,1,536,173
101,1,533,186
102,1,531,196
103,1,531,211
104,1,555,201
105,1,586,181
106,1,611,168
107,1,631,158
108,1,648,151
109,1,663,146
110,1,676,141
111,1,691,138
112,1,701,140
113,1,712,141
114,1,723,143
115,1,732,146
116,1,743,151
117,1,751,158
118,1,758,166
119,1,766,176
120,1,773,186
121,1,781,197
122,1,786,211
123,1,793,226
124,1,801,241
125,1,806,258
126,1,810,273
127,1,816,296
128,1,821,313
129,1,825,331
130,1,828,356
131,1,833,378
132,1,831,363
133,1,823,340
134,1,821,321
135,1,817,308
136,1,816,301
137,1,815,296
138,1,813,292
139,1,812,292
140,1,812,291
141,1,810,291
142,1,811,293
143,1,811,296
144,1,811,300
145,1,812,305
146,1,811,311
147,1,813,317
148,1,813,326
149,1,813,333
150,1,816,343
151,1,816,353
152,1,811,355
153,0,0,0
154,0,0,0
155,1,750,307
156,1,735,298
157,1,723,291
158,1,706,281
159,1,695,276
160,1,682,273
161,1,671,271
162,1,660,271
163,1,648,272
164,1,638,275
165,1,628,278
166,1,621,282
167,1,610,288
168,1,601,296
169,1,591,306
170,1,583,315
171,1,576,325
172,1,567,336
173,1,561,350
174,1,553,363
175,1,546,376
176,1,541,391
177,0,0,0
178,1,561,316
179,1,576,270
180,1,587,232
181,1,596,200
182,1,606,171
183,1,616,148
184,1,621,128
185,1,628,112
186,1,636,96
187,1,641,86
188,1,647,76
189,1,653,67
190,1,657,61
191,1,662,56
192,1,667,51
193,1,671,51
194,1,676,51
195,1,681,51
196,1,686,51
197,1,690,56
198,1,691,58
199,1,696,63
200,1,701,71
201,1,703,77
202,1,708,86
203,1,711,96
204,1,716,106
205,1,718,116
206,1,721,128
207,1,723,141
208,1,726,153
209,1,728,166
210,1,743,167
211,1,758,166
212,1,771,163
213,1,781,163
214,1,791,163
215,1,797,166
216,1,806,171
217,1,811,173
218,1,817,181
219,1,823,186
220,1,828,193
221,1,832,203
222,1,836,213
223,1,841,223
224,1,846,236
225,1,848,251
226,1,851,266
227,1,856,281
228,1,858,298
229,1,861,316
230,1,863,336
231,1,866,355
232,1,866,376
233,1,870,396
