Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,1,610,435
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,1,620,442
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,1,613,403
16,1,610,385
17,1,605,370
18,1,596,351
19,0,0,0
20,1,596,328
21,1,596,323
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,1,586,315
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,1,565,325
34,1,555,316
35,1,541,308
36,1,533,306
37,1,527,307
38,1,521,311
39,1,515,312
40,1,508,316
41,1,500,321
42,1,495,326
43,1,488,333
44,1,481,343
45,1,476,352
46,1,471,363
47,1,466,376
48,1,461,388
49,1,456,403
50,1,451,396
51,1,451,371
52,1,456,361
53,1,451,348
54,1,451,336
55,1,452,326
56,1,453,321
57,1,456,316
58,1,456,316
59,1,458,313
60,1,460,312
61,1,462,313
62,1,465,313
63,1,466,316
64,1,466,322
65,1,468,328
66,1,470,337
67,1,472,346
68,1,473,356
69,1,476,366
70,1,460,378
71,1,470,348
72,0,0,0
73,1,470,326
74,1,471,318
75,1,471,315
76,1,471,313
77,1,468,311
78,1,466,311
79,1,463,311
80,1,463,311
81,1,463,313
82,1,465,316
83,1,466,321
84,1,466,328
85,1,467,336
86,1,468,346
87,1,467,356
88,1,466,366
89,1,490,317
90,1,516,276
91,1,531,248
92,1,552,211
93,1,568,187
94,1,581,166
95,1,593,150
96,1,606,135
97,1,616,121
98,1,626,111
99,1,636,103
100,1,646,96
101,1,653,91
102,1,663,86
103,1,671,85
104,1,676,83
105,1,686,83
106,1,692,86
107,1,698,88
108,1,706,92
109,1,711,96
110,1,716,102
111,1,723,111
112,1,730,118
113,1,736,126
114,1,741,136
115,1,746,147
116,1,750,158
117,1,753,170
118,0,0,0
119,0,0,0
120,0,0,0
121,1,701,328
122,1,691,362
123,1,686,388
124,1,678,411
125,1,636,620
126,0,0,0
127,0,0,0
128,1,801,295
129,1,712,353
130,0,0,0
131,0,0,0
132,1,726,322
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,1,763,271
138,1,766,270
139,1,771,267
140,1,776,266
141,1,781,266
142,1,786,268
143,1,791,271
144,1,796,276
145,1,803,281
146,1,806,287
147,1,811,296
148,1,816,303
149,1,818,313
150,1,823,323
151,1,826,333
152,1,831,346
153,1,831,342
154,1,831,326
155,1,828,312
156,0,0,0
157,1,831,296
158,1,828,291
159,1,826,285
160,1,823,281
161,1,818,281
162,0,0,0
163,1,821,276
164,1,816,278
165,1,816,281
166,1,813,286
167,1,813,293
168,1,811,301
169,1,811,311
170,1,808,321
171,1,810,331
172,1,807,343
173,1,806,357
174,1,806,371
175,0,0,0
176,0,0,0
177,1,741,256
178,1,721,213
179,1,703,177
180,1,688,147
181,1,676,123
182,1,665,102
183,1,653,83
184,1,642,66
185,1,635,55
186,1,626,43
187,1,616,33
188,1,611,26
189,1,603,21
190,1,596,16
191,1,591,13
192,1,585,12
193,1,580,12
194,1,573,12
195,1,568,13
196,1,563,16
197,1,561,21
198,1,556,27
199,1,551,33
200,1,548,41
201,1,545,51
202,1,541,61
203,1,538,71
204,1,536,81
205,1,533,93
206,1,531,106
207,1,531,118
208,1,528,131
209,1,526,146
210,1,525,161
211,0,0,0
212,0,0,0
213,1,496,291
214,1,491,322
215,1,486,351
216,1,481,376
217,1,476,398
218,1,473,421
219,1,471,445
220,1,468,463
221,1,467,416
222,1,475,396
223,0,0,0
224,0,0,0
225,1,485,336
226,1,486,328
227,1,490,316
228,1,491,308
229,1,491,303
230,1,493,298
231,0,0,0
232,1,501,296
233,1,501,296
