Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,1,601,420
11,0,0,0
12,1,633,378
13,1,636,361
14,1,641,347
15,1,651,340
16,1,656,333
17,1,661,328
18,1,666,326
19,1,671,321
20,1,676,321
21,0,0,0
22,1,683,325
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,1,701,350
28,1,705,358
29,0,0,0
30,0,0,0
31,1,662,326
32,1,647,313
33,1,635,306
34,1,622,303
35,1,612,301
36,1,598,301
37,1,586,301
38,1,578,301
39,1,566,302
40,1,568,303
41,1,547,311
42,1,536,316
43,1,527,325
44,1,518,332
45,1,511,343
46,1,503,355
47,1,496,366
48,1,488,380
49,1,481,392
50,1,476,406
51,1,468,422
52,1,463,441
53,1,458,441
54,1,456,413
55,1,458,401
56,1,453,391
57,1,451,376
58,1,453,363
59,1,456,356
60,1,457,351
61,1,456,348
62,1,456,345
63,1,456,340
64,1,456,338
65,1,455,341
66,1,457,343
67,1,457,346
68,1,457,351
69,1,458,356
70,1,461,361
71,1,461,371
72,1,461,378
73,1,463,388
74,1,466,401
75,1,466,411
76,0,0,0
77,0,0,0
78,0,0,0
79,1,468,471
80,1,470,466
81,0,0,0
82,0,0,0
83,1,471,456
84,0,0,0
85,0,0,0
86,1,475,452
87,1,476,453
88,1,476,458
89,1,478,463
