Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,1,556,405
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,1,646,316
14,1,641,316
15,1,636,316
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,1,621,332
21,1,616,341
22,1,615,348
23,1,612,362
24,0,0,0
25,1,485,405
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,1,667,345
34,0,0,0
35,0,0,0
36,0,0,0
37,1,703,327
38,0,0,0
39,1,720,330
40,1,726,331
41,1,733,332
42,0,0,0
43,1,747,342
44,1,753,348
45,1,761,356
46,1,766,366
47,1,771,376
48,1,776,386
49,1,781,396
50,1,786,410
51,1,791,423
52,1,796,438
53,1,798,438
54,1,801,431
55,1,801,426
56,1,801,421
57,1,801,421
58,1,801,418
59,1,801,418
60,1,801,418
61,1,640,493
62,1,803,421
63,1,805,423
64,1,806,431
65,1,806,436
66,1,806,441
67,1,808,436
68,1,808,435
69,1,810,435
70,0,0,0
71,0,0,0
