Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,1,643,346
4,1,643,346
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,1,695,313
29,1,702,312
30,1,708,312
31,1,716,311
32,1,725,315
33,1,731,316
34,1,737,321
35,1,745,326
36,1,751,333
37,1,756,341
38,1,762,348
39,1,768,361
40,1,773,371
41,1,777,381
42,1,781,396
43,1,786,411
44,1,791,426
45,1,795,437
46,1,797,413
47,1,798,395
48,1,801,373
49,1,803,361
50,1,806,347
51,1,808,336
52,1,811,328
53,1,811,321
54,1,813,316
55,1,813,315
56,1,812,312
57,1,813,311
58,1,813,311
59,1,816,313
60,1,816,316
61,1,816,321
62,1,818,326
63,1,818,331
64,1,820,342
65,1,821,351
66,1,821,361
67,1,821,365
68,1,823,356
69,1,826,343
70,1,826,332
71,1,826,326
72,1,826,321
73,1,826,321
74,1,826,318
75,1,828,316
76,1,828,316
77,1,828,318
78,1,828,321
79,1,831,326
80,1,830,331
81,1,828,336
82,1,830,343
83,1,831,350
84,1,831,358
85,1,832,367
86,1,833,381
87,1,833,393
88,1,836,407
89,1,835,423
90,0,0,0
91,1,831,316
92,1,826,203
93,1,823,140
94,1,821,85
95,1,821,41
96,1,820,5
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,1,808,10
133,1,807,27
134,1,807,46
135,1,808,62
136,1,808,81
137,1,808,98
138,1,808,116
139,1,808,133
140,1,808,152
141,1,808,171
142,1,811,196
143,1,816,216
144,1,817,235
145,1,821,251
146,1,823,266
147,1,826,278
148,1,828,297
149,1,831,311
150,1,756,292
151,1,833,341
152,1,836,356
153,1,836,371
154,1,836,391
155,1,838,408
156,0,0,0
157,1,843,407
158,1,692,323
159,1,667,310
160,1,643,296
161,1,626,286
162,1,607,277
163,1,596,276
164,1,585,273
165,1,576,272
166,1,566,272
167,1,556,271
168,1,551,293
169,1,546,312
170,1,541,331
171,1,538,336
172,1,538,346
173,1,540,351
174,1,541,356
175,1,540,366
176,1,540,373
177,1,540,385
178,0,0,0
179,1,538,411
180,1,538,423
181,1,540,437
182,0,0,0
183,0,0,0
184,0,0,0
185,1,575,338
186,1,636,303
187,1,646,293
188,1,656,285
189,1,666,277
190,1,672,276
191,1,680,271
192,1,686,271
193,1,692,271
194,1,696,278
195,1,682,293
196,0,0,0
197,1,668,316
198,1,665,332
199,0,0,0
200,1,656,355
201,0,0,0
202,1,648,382
203,0,0,0
204,0,0,0
205,0,0,0
206,1,701,321
207,1,708,311
208,1,717,305
209,1,725,301
210,1,733,296
211,1,741,295
212,1,746,293
213,1,751,296
214,1,757,298
215,1,763,302
216,1,767,306
217,1,773,311
218,1,776,318
219,1,781,327
220,1,786,333
221,1,790,343
222,1,793,356
223,1,796,365
224,1,801,376
225,1,803,390
226,1,806,401
227,1,811,376
228,1,813,341
229,1,820,311
230,0,0,0
231,1,826,266
232,1,828,248
233,1,832,233
234,1,833,221
235,1,836,211
236,1,840,203
237,1,841,196
238,1,843,193
239,1,846,191
240,1,846,191
241,1,851,191
242,1,851,193
243,1,851,196
244,1,853,201
245,1,856,208
246,1,856,218
247,1,857,228
248,1,858,241
249,1,858,253
250,1,860,267
251,1,861,283
252,1,861,298
253,1,762,241
254,1,715,211
255,1,681,191
256,1,656,180
257,1,638,171
258,1,622,163
259,1,610,160
260,1,598,156
261,1,588,156
262,1,581,156
263,1,573,158
264,1,567,161
265,1,561,166
266,1,556,168
267,1,551,176
268,1,548,181
269,1,545,187
270,1,541,196
271,0,0,0
272,1,530,181
273,1,528,171
274,1,530,166
275,1,526,156
276,1,521,151
277,1,518,148
278,1,516,146
279,1,513,146
280,1,511,146
281,1,511,148
282,1,508,151
283,1,506,156
284,1,503,161
285,1,501,168
286,1,501,176
287,1,498,186
288,1,496,196
289,1,495,207
290,1,493,220
291,1,491,233
292,1,491,246
293,1,488,261
294,1,487,278
295,0,0,0
296,0,0,0
297,0,0,0
298,0,0,0
299,1,586,346
300,1,621,356
301,1,650,361
302,1,676,371
303,1,700,380
304,0,0,0
305,1,741,400
306,1,757,407
307,1,771,416
308,1,781,408
309,1,787,403
310,1,796,398
311,1,800,393
312,1,806,391
313,1,811,391
314,1,816,391
315,1,816,396
316,1,821,397
317,1,826,401
318,1,831,402
319,1,833,401
320,1,833,397
321,1,836,396
322,1,835,397
323,1,836,397
324,1,838,398
325,1,841,398
