Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,1,591,456
9,1,593,456
10,1,595,455
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,1,628,326
24,0,0,0
25,1,630,318
26,0,0,0
27,1,606,316
28,1,595,316
29,1,586,316
30,1,578,317
31,1,568,321
32,1,562,326
33,1,555,331
34,1,546,338
35,1,541,346
36,1,533,356
37,1,527,366
38,1,521,377
39,1,513,391
40,1,508,403
41,1,502,418
42,1,498,431
43,0,0,0
44,1,481,388
45,1,481,368
46,1,473,351
47,1,470,333
48,1,467,322
49,1,466,311
50,1,466,303
51,1,465,296
52,1,463,293
53,1,461,290
54,1,457,287
55,1,456,288
56,1,453,286
57,1,453,291
58,1,451,291
59,1,452,296
60,1,451,302
61,1,451,308
62,1,451,316
63,1,451,326
64,1,451,333
65,1,451,346
66,1,450,356
67,1,451,371
68,1,453,368
69,1,451,367
70,1,442,311
71,1,441,290
72,1,438,276
73,1,436,261
74,1,436,251
75,1,436,243
76,1,433,233
77,1,432,231
78,1,431,226
79,1,431,225
80,1,430,225
81,1,427,226
82,1,426,228
83,1,426,232
84,1,426,238
85,1,426,246
86,1,423,256
87,1,423,266
88,1,421,280
89,1,436,282
90,1,443,283
91,1,448,287
92,1,453,291
93,1,456,296
94,1,458,301
95,1,461,303
96,1,463,308
97,1,466,315
98,1,467,318
99,1,466,301
100,1,471,290
101,1,476,283
102,1,476,275
103,1,478,270
104,1,481,266
105,1,485,263
106,1,486,262
107,1,490,262
108,1,491,263
109,1,492,266
110,1,496,271
111,1,496,276
112,1,498,283
113,1,501,291
114,1,501,301
115,1,503,311
116,1,506,323
117,1,507,335
118,1,510,350
119,1,511,363
120,1,511,381
121,1,512,392
122,1,538,325
123,0,0,0
124,1,571,245
125,1,586,208
126,1,601,183
127,1,611,163
128,1,621,146
129,1,628,133
130,1,636,121
131,1,643,111
132,1,651,106
133,1,656,98
134,1,662,96
135,1,668,91
136,1,671,91
137,1,678,91
138,1,683,91
139,1,688,95
140,1,692,98
141,1,696,102
142,1,701,108
143,1,706,115
144,1,710,122
145,1,712,131
146,1,716,141
147,1,721,151
148,1,723,161
149,1,726,172
150,1,701,156
151,1,676,136
152,1,656,121
153,1,638,111
154,1,623,101
155,1,608,96
156,1,596,91
157,1,586,88
158,1,575,88
159,1,566,88
160,1,556,91
161,1,547,96
162,1,537,101
163,1,530,108
164,1,521,116
165,1,515,126
166,1,506,136
167,1,501,148
168,1,493,161
169,1,487,176
170,1,481,192
171,1,476,208
172,1,471,226
173,1,466,246
174,1,461,266
175,1,456,286
176,1,451,308
177,1,448,280
178,1,456,203
179,1,458,153
180,1,461,118
181,1,463,91
182,1,466,66
183,1,466,53
184,1,468,40
185,1,471,30
186,1,471,22
187,1,471,16
188,1,475,13
189,1,476,11
190,1,476,11
191,1,478,11
192,1,481,13
193,1,481,16
194,1,482,21
195,1,483,26
196,1,486,31
197,1,486,40
198,1,486,47
199,1,490,56
200,1,491,66
201,1,491,76
202,1,493,88
203,1,496,100
204,1,496,111
205,1,498,125
206,1,501,136
207,1,501,151
208,1,502,162
209,0,0,0
210,1,477,235
211,1,466,261
212,1,456,283
213,1,451,303
214,1,443,323
215,1,438,343
216,1,433,363
217,1,428,382
218,1,423,401
219,1,421,421
220,1,416,438
221,1,413,462
222,1,408,483
223,1,406,505
224,1,405,518
225,1,405,481
226,1,411,438
227,1,418,410
228,1,423,383
229,1,426,366
230,1,428,350
231,1,431,333
232,1,433,322
233,1,436,313
